gene_symbol	geneID	KO12_vs_WT6_dtu_log2fold	KO12_vs_WT6_dtu_gene_padj	dtu_KO12_mean	dtu_WT6_mean	transcript_id	KO12_vs_WT6_exon_gene_padj	KO12_vs_WT6_deg_log2fold	KO12_vs_WT6_deg_pval
Cul9	ENSMUSG00000040327	-2.518555802637356	1.1133205120606312e-14	1.2714296513541377	7.285396249909651	ENSMUST00000183016.7	0.00265446634933747	-1.5814777279188217	1.7403820310967056e-6
Ptprs	ENSMUSG00000013236	-1.2209940061113513	7.21848055584027e-15	2.797880891091037	6.52206379515089	ENSMUST00000086828.9	0.0152830895556705	-1.4713549617526738	4.511444204928394e-7
Ptprs	ENSMUSG00000013236	-1.5909068370649693	7.21848055584027e-15	5.5994956881786475	16.867844659327044	ENSMUST00000067538.5	0.0152830895556705	-1.4713549617526738	4.511444204928394e-7
Ptprs	ENSMUSG00000013236	-2.785825577128839	7.21848055584027e-15	0.48176332000061084	3.3223913887199634	ENSMUST00000223706.1	0.0152830895556705	-1.4713549617526738	4.511444204928394e-7
Ptprs	ENSMUSG00000013236	-2.0321403851014	7.21848055584027e-15	2.169574234118504	8.873801830747148	ENSMUST00000223783.1	0.0152830895556705	-1.4713549617526738	4.511444204928394e-7
Ptprs	ENSMUSG00000013236	-1.5719657085242327	7.21848055584027e-15	0.53305004847391535	1.5848085939967551	ENSMUST00000223642.1	0.0152830895556705	-1.4713549617526738	4.511444204928394e-7
Ptprs	ENSMUSG00000013236	-2.866311089226908	7.21848055584027e-15	0.20941751282281384	1.5270688282860678	ENSMUST00000223671.1	0.0152830895556705	-1.4713549617526738	4.511444204928394e-7
Dennd1c	ENSMUSG00000002668	-1.2860622991808925	1.863390751063736e-6	1.007346092190111	2.456529785612318	ENSMUST00000233564.1	0.00452608866733714	-1.3927277234140587	1.1897811979577445e-5
Dennd1c	ENSMUSG00000002668	-1.4617865911585026	1.863390751063736e-6	3.5390423341394985	9.748265948040151	ENSMUST00000011623.8	0.00452608866733714	-1.3927277234140587	1.1897811979577445e-5
Dennd1c	ENSMUSG00000002668	-2.0926219731699613	1.863390751063736e-6	0.9076631905338174	3.8713880653491284	ENSMUST00000232685.1	0.00452608866733714	-1.3927277234140587	1.1897811979577445e-5
Vav1	ENSMUSG00000034116	-1.2667693222607626	5.041153205781992e-15	22.527730803258823	54.20670528938187	ENSMUST00000005889.15	6.6204721628711e-4	-1.050761434251842	4.293522640845069e-7
Emilin2	ENSMUSG00000024053	1.5800046033613102	1.1450655704901685e-13	54.226914113904996	18.137862776493083	ENSMUST00000233057.1	9.3401144222924e-4	1.5844494812797505	1.7214672325515852e-7
Emilin2	ENSMUSG00000024053	2.106884538949474	1.1450655704901685e-13	3.7208903839785963	0.8637964849410915	ENSMUST00000024849.10	9.3401144222924e-4	1.5844494812797505	1.7214672325515852e-7
Emilin2	ENSMUSG00000024053	2.524950749295946	1.1450655704901685e-13	6.151610284467376	1.0688158885685866	ENSMUST00000232777.1	9.3401144222924e-4	1.5844494812797505	1.7214672325515852e-7
Emilin2	ENSMUSG00000024053	2.29652738383883	1.1450655704901685e-13	3.0298827772399033	0.6167401159076542	ENSMUST00000233245.1	9.3401144222924e-4	1.5844494812797505	1.7214672325515852e-7
Galm	ENSMUSG00000035473	-1.3201252909635226	0.013349309773372942	1.5655787684635962	3.9090590745696625	ENSMUST00000039205.10	0.0357854502080305	-1.2253706549722445	0.0017366690414743768
Haao	ENSMUSG00000000673	-1.4646273976243471	3.607825911168118e-4	3.5481963782287047	9.792744586266835	ENSMUST00000000687.8	0.0209637620856531	-1.3771969858551971	1.3721808465048946e-4
Haao	ENSMUSG00000000673	-2.395420209311326	3.607825911168118e-4	0.36657716848713817	1.9286736520261807	ENSMUST00000234750.1	0.0209637620856531	-1.3771969858551971	1.3721808465048946e-4
Nrxn1	ENSMUSG00000024109	-2.167640655428771	0.006351732065613585	0.40277300151805506	1.8096109209652493	ENSMUST00000072671.13	9.2873589752767e-5	-1.458852601004884	6.080277687668916e-4
B4galt6	ENSMUSG00000056124	-2.047399740223203	0.004825191164930812	0.7699630400522184	3.1827213211221093	ENSMUST00000070080.5	0.0347437553381111	-1.958775902543474	2.2577601435242803e-5
1700086O06Rik	ENSMUSG00000097080	4.27093477961382	0.006138208271621163	1.6496986372717934	0.08545257171875316	ENSMUST00000235608.1	0.00884437223239123	1.1842802023033454	0.0013461070776925406
1700086O06Rik	ENSMUSG00000097080	1.2051725122350572	0.006138208271621163	1.8903248732269686	0.8198669368317912	ENSMUST00000235525.1	0.00884437223239123	1.1842802023033454	0.0013461070776925406
Snx24	ENSMUSG00000024535	-2.179608409606822	0.011596934428315874	0.5467122891298234	2.476773807585904	ENSMUST00000165032.8	0.0213237553972623	-1.3425799463225023	0.008105649693578331
Iigp1	ENSMUSG00000054072	1.1137426862547462	0	17.315460987845636	8.001365369186372	ENSMUST00000066912.12	0.00175453965092543	1.2408485728811378	2.5374568445912307e-6
Spire1	ENSMUSG00000024533	1.1922118304865388	0	22.928229479799874	10.034113231880024	ENSMUST00000115050.9	0.0193291036192802	1.2234629573180404	2.989154965005701e-7
Spire1	ENSMUSG00000024533	1.6741581224636992	0	6.212019306005949	1.9465294754356053	ENSMUST00000224122.1	0.0193291036192802	1.2234629573180404	2.989154965005701e-7
Spire1	ENSMUSG00000024533	1.2637853260995966	0	17.274258836889366	7.193862481119246	ENSMUST00000224799.1	0.0193291036192802	1.2234629573180404	2.989154965005701e-7
Spire1	ENSMUSG00000024533	2.258646777355222	0	1.2977548153902565	0.2711890935311222	ENSMUST00000224659.1	0.0193291036192802	1.2234629573180404	2.989154965005701e-7
Ms4a3	ENSMUSG00000024681	3.2189371967103346	0	21.417094710757702	2.3001910371187955	ENSMUST00000186023.6	0.0117746278914554	3.4162666175362437	3.535838336620869e-5
Ms4a3	ENSMUSG00000024681	5.077430995937418	0	1.5493956644334266	0.04588844124608403	ENSMUST00000190642.1	0.0117746278914554	3.4162666175362437	3.535838336620869e-5
Gnaq	ENSMUSG00000024639	-1.562717602643956	0.0058811673818813725	2.7437883462495574	8.105419190856006	ENSMUST00000025541.5	0.00108540681514701	-1.0164211017014217	0.003490313836351075
Gda	ENSMUSG00000058624	1.4819655545885995	4.2625659321557605e-14	12.585296843768866	4.505545491701218	ENSMUST00000087600.9	2.04039654551596e-5	2.119856011302412	7.348311888580532e-7
Gda	ENSMUSG00000058624	9.868283998337873	4.2625659321557605e-14	5.389855430790423	0.005766703565085343	ENSMUST00000121725.7	2.04039654551596e-5	2.119856011302412	7.348311888580532e-7
Asah2	ENSMUSG00000024887	-2.0926337868264766	0.002327210237879803	0.550252877264848	2.3469717489530195	ENSMUST00000096119.4	0.0238844884659484	-1.2626862555917167	3.3885836047906526e-4
Gm29946	ENSMUSG00000118196	-4.627621488569179	0.010047183710045317	0.08886298775356867	2.1967153646036515	ENSMUST00000237929.1	0.0369164963634406	-4.470168683573468	1.3821644814639015e-4
Hhex	ENSMUSG00000024986	-1.1376508866427235	1.4958151043510165e-14	29.10330865913909	64.03381939763949	ENSMUST00000025944.8	0.00750318534707576	-1.0920433267656815	1.1487128289580492e-6
Myof	ENSMUSG00000048612	-1.384234899617732	1.6786965712134301e-13	0.536836704808139	1.401323573022064	ENSMUST00000041475.15	0.00343631870720066	-2.9687195991561386	1.573965671298715e-6
Myof	ENSMUSG00000048612	-10.76049633429846	1.6786965712134301e-13	0.0019867352694975136	3.446451462103963	ENSMUST00000226068.1	0.00343631870720066	-2.9687195991561386	1.573965671298715e-6
Sh3pxd2a	ENSMUSG00000053617	-1.4692093876074872	0.030887149117137577	0.5447423743397704	1.5082288885990396	ENSMUST00000081619.9	0.0150257334359396	-1.5507700269891074	3.705123397332919e-5
Xpnpep1	ENSMUSG00000025027	1.1170153180554034	0	39.345667548361476	18.1401887538445	ENSMUST00000183274.7	0.00257465311429555	1.130496261424974	2.0574470171208797e-7
Xpnpep1	ENSMUSG00000025027	1.084935149380912	0	64.84683271952392	30.569669652685498	ENSMUST00000238001.1	0.00257465311429555	1.130496261424974	2.0574470171208797e-7
Xpnpep1	ENSMUSG00000025027	1.4477961320461115	0	3.0220493259789705	1.1078258258256841	ENSMUST00000182097.1	0.00257465311429555	1.130496261424974	2.0574470171208797e-7
Septin6	ENSMUSG00000050379	-1.1825212733566193	0	1.3549482271866793	3.0753678848825188	ENSMUST00000060474.13	0	-1.2305949191428631	4.3548061126980924e-7
Septin6	ENSMUSG00000050379	-1.484268374663498	0	10.000386846254111	27.97860793802882	ENSMUST00000053456.10	0	-1.2305949191428631	4.3548061126980924e-7
Septin6	ENSMUSG00000050379	-1.1211782809658026	0	7.798670754436352	16.964024017975902	ENSMUST00000115239.9	0	-1.2305949191428631	4.3548061126980924e-7
Septin6	ENSMUSG00000050379	-1.3272008942682882	0	5.447592142690583	13.668846430966738	ENSMUST00000152291.2	0	-1.2305949191428631	4.3548061126980924e-7
Firre	ENSMUSG00000085396	-2.2830729350754426	0.004851789137661493	1.0719011199293946	5.217087977321409	ENSMUST00000205059.2	0.0345023859680786	-1.665471647958599	1.5319316190306869e-6
Firre	ENSMUSG00000085396	-1.0074386568236338	0.004851789137661493	0.6534003119253036	1.3135559983172942	ENSMUST00000204729.1	0.0345023859680786	-1.665471647958599	1.5319316190306869e-6
Firre	ENSMUSG00000085396	-1.33395911038168	0.004851789137661493	1.6502966042301903	4.160291018682485	ENSMUST00000204991.2	0.0345023859680786	-1.665471647958599	1.5319316190306869e-6
Firre	ENSMUSG00000085396	-1.4699424142630877	0.004851789137661493	0.7676925062240547	2.126591432514469	ENSMUST00000204974.2	0.0345023859680786	-1.665471647958599	1.5319316190306869e-6
Firre	ENSMUSG00000085396	-1.9776842829813563	0.004851789137661493	2.2865737292346395	9.005907886731508	ENSMUST00000203933.2	0.0345023859680786	-1.665471647958599	1.5319316190306869e-6
Firre	ENSMUSG00000085396	-2.286672259652534	0.004851789137661493	0.7356645273609657	3.589523128042414	ENSMUST00000143999.7	0.0345023859680786	-1.665471647958599	1.5319316190306869e-6
Firre	ENSMUSG00000085396	-2.2514387911078053	0.004851789137661493	1.3548842189720924	6.451382530723125	ENSMUST00000136518.7	0.0345023859680786	-1.665471647958599	1.5319316190306869e-6
Arhgef6	ENSMUSG00000031133	-1.4081223666087266	0	4.611456335476383	12.238414854310456	ENSMUST00000151768.1	0.00565551064264977	-1.385890507693004	2.8171356294764495e-7
Arhgef6	ENSMUSG00000031133	-1.6062334271469914	0	8.080698727302877	24.602166699952306	ENSMUST00000033468.10	0.00565551064264977	-1.385890507693004	2.8171356294764495e-7
Arhgef6	ENSMUSG00000031133	-2.732260811413258	0	0.5786720608668776	3.845253487400715	ENSMUST00000176986.7	0.00565551064264977	-1.385890507693004	2.8171356294764495e-7
Arhgef6	ENSMUSG00000031133	-1.1091657564607935	0	0.6478277080871101	1.397499567128352	ENSMUST00000175636.1	0.00565551064264977	-1.385890507693004	2.8171356294764495e-7
Pls3	ENSMUSG00000016382	-1.3653979339498317	0.016271979896544976	0.9807212603751929	2.526802653581081	ENSMUST00000114059.9	0.0200725346722546	-1.2822117842434628	3.4116721675240186e-4
Pcyt1b	ENSMUSG00000035246	1.2261174923356035	0.013184742757212585	6.588711676871105	2.8164520368807784	ENSMUST00000045898.3	0.0043208192449181	1.1354894414469956	9.340863551115665e-5
Armcx4	ENSMUSG00000049804	-1.2198026683382688	0.03612135414824455	0.8392421796941762	1.9547197231167368	ENSMUST00000124226.2	1.9906606900961e-4	-1.1193327601308227	2.414323226929727e-4
Alas2	ENSMUSG00000025270	2.018414306161509	3.654373335980814e-5	7.200400513989138	1.777269976531405	ENSMUST00000066337.12	0.0121900551281761	2.4343529557939236	2.2170245550095722e-5
Alas2	ENSMUSG00000025270	2.583809221592522	3.654373335980814e-5	1.5553307558536398	0.2594290953623138	ENSMUST00000112715.1	0.0121900551281761	2.4343529557939236	2.2170245550095722e-5
Alas2	ENSMUSG00000025270	4.471723452698009	3.654373335980814e-5	1.4813875916482806	0.06676453230137477	ENSMUST00000134670.1	0.0121900551281761	2.4343529557939236	2.2170245550095722e-5
Fgd1	ENSMUSG00000025265	-2.2189992775566476	0.013337733208148352	0.4336240586491864	2.018825180321457	ENSMUST00000026296.7	0.0033613019273598	-1.533188021258191	3.338385018176466e-4
Mid1	ENSMUSG00000035299	-1.397165674458438	0.0012614963579127675	6.150553796812842	16.19955178159138	ENSMUST00000079443.5	0.00113090389869978	-1.2548828366627953	5.328164741715822e-6
